display_name,authority,authority_id,rank,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,form,processing_timestamp,match_status
Lycoriella,ITIS,122853,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Bibionomorpha,NA,Sciaridae,NA,NA,NA,Lycoriella,NA,NA,NA,NA,NA,2025-11-16T23:28:01Z,success
Lycosa,ITIS,848690,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Lycosidae,NA,NA,NA,Lycosa,NA,NA,NA,NA,NA,2025-11-16T23:28:02Z,success
Lycosidae,ITIS,847731,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Lycosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:03Z,success
Lyctinae,ITIS,678608,Subfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Bostrichidae,Lyctinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:04Z,success
Lyctocoris,ITIS,107008,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Cimicoidea,Anthocoridae,Lyctocorinae,Lyctocorini,NA,Lyctocoris,NA,NA,NA,NA,NA,2025-11-16T23:28:03Z,success
Lygaeidae,ITIS,107674,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:05Z,success
Lygaeoidea,ITIS,676847,Superfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:35Z,success
Lygaeus,ITIS,107803,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Lygaeinae,NA,NA,Lygaeus,NA,NA,NA,NA,NA,2025-11-16T23:28:05Z,success
Lygaeus kalmii,GBIF,2007859,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Lygaeidae,NA,NA,NA,Lygaeus,NA,Lygaeus kalmii,NA,NA,NA,2025-11-16T23:33:01Z,success
Lygus,ITIS,104978,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Mirinae,Mirini,NA,Lygus,NA,NA,NA,NA,NA,2025-11-16T23:28:06Z,success
Lytta,ITIS,114403,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Meloidae,Meloinae,Lyttini,NA,Lytta,NA,NA,NA,NA,NA,2025-11-16T23:28:07Z,success
Lytta magister,ITIS,731730,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Meloidae,Meloinae,Lyttini,NA,Lytta,Lytta (Paralytta),Lytta magister,NA,NA,NA,2025-11-16T23:33:18Z,success
Macrorhoptus,ITIS,616909,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Macrorhoptus,NA,NA,NA,NA,NA,2025-11-16T23:32:29Z,success
Mantidae,ITIS,102396,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Mantodea,Mantodea,NA,NA,Mantidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:08Z,success
Mantodea,ITIS,666589,Suborder,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Mantodea,Mantodea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:09Z,success
Margarinotus,ITIS,728598,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Histeroidea,Histeridae,Histerinae,Histerini,NA,Margarinotus,NA,NA,NA,NA,NA,2025-11-16T23:32:23Z,success
Marietta,GBIF,1365732,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Aphelinidae,NA,NA,NA,Marietta,NA,NA,NA,NA,NA,2025-11-16T23:28:10Z,success
Mecaphesa,GBIF,2166592,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Thomisidae,NA,NA,NA,Mecaphesa,NA,NA,NA,NA,NA,2025-11-16T23:33:50Z,success
Mecidea,ITIS,108744,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Pentatomidae,Pentatominae,Mecideini,NA,Mecidea,NA,NA,NA,NA,NA,2025-11-16T23:28:12Z,success
Mecinus,ITIS,616914,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Mecinus,NA,NA,NA,NA,NA,2025-11-16T23:32:41Z,success
Megachilidae,ITIS,154365,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Apoidea,Megachilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:14Z,success
Megalostomis,ITIS,719776,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Cryptocephalinae,Clytrini,NA,Megalostomis,NA,NA,NA,NA,NA,2025-11-16T23:28:14Z,success
Megapenthes,GBIF,4405490,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,Megapenthes,NA,NA,NA,NA,NA,2025-11-16T23:28:13Z,success
Megaspilidae,ITIS,610669,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Ceraphronoidea,Megaspilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:15Z,success
Meghyperus,ITIS,136821,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Atelestidae,NA,NA,NA,Meghyperus,NA,NA,NA,NA,NA,2025-11-16T23:28:16Z,success
Meinertellidae,ITIS,685010,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,NA,NA,NA,Archaeognatha,NA,NA,NA,Meinertellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:16Z,success
Melacoryphus,GBIF,4771169,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Lygaeidae,NA,NA,NA,Melacoryphus,NA,NA,NA,NA,NA,2025-11-16T23:33:49Z,success
Melanaethus,ITIS,108581,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Cydnidae,Cydninae,NA,NA,Melanaethus,NA,NA,NA,NA,NA,2025-11-16T23:28:18Z,success
Melanalia,ITIS,724590,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Aleocharinae,Oxypodini,NA,Melanalia,NA,NA,NA,NA,NA,2025-11-16T23:28:18Z,success
Melanophthalma,GBIF,3263319,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Latridiidae,NA,NA,NA,Melanophthalma,NA,NA,NA,NA,NA,2025-11-16T23:28:20Z,success
Melittidae,ITIS,154364,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Apoidea,Melittidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:20Z,success
Meloidae,ITIS,114387,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Meloidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:22Z,success
Melpomene,ITIS,872483,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Agelenidae,NA,NA,NA,Melpomene,NA,NA,NA,NA,NA,2025-11-16T23:32:19Z,success
Melyridae,ITIS,113869,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Melyridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:22Z,success
Membracidae,ITIS,109170,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Membracidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:23Z,success
Meristhus,GBIF,4768928,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,Meristhus,NA,NA,NA,NA,NA,2025-11-16T23:28:24Z,success
Mermessus,ITIS,848771,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Linyphiidae,NA,NA,NA,Mermessus,NA,NA,NA,NA,NA,2025-11-16T23:26:33Z,success
Messor,ITIS,574099,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Pheidolini,NA,Messor,NA,NA,NA,NA,NA,2025-11-16T23:28:25Z,success
Metaphidippus,ITIS,872498,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Salticidae,NA,NA,NA,Metaphidippus,NA,NA,NA,NA,NA,2025-11-16T23:28:26Z,success
Metepeira,ITIS,848788,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Araneidae,NA,NA,NA,Metepeira,NA,NA,NA,NA,NA,2025-11-16T23:28:26Z,success
Metopoloba,GBIF,4723790,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Metopoloba,NA,NA,NA,NA,NA,2025-11-16T23:28:29Z,success
Metoponium,GBIF,4723964,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Metoponium,NA,NA,NA,NA,NA,2025-11-16T23:28:28Z,success
Micaria,ITIS,185557,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,Micaria,NA,NA,NA,NA,NA,2025-11-16T23:28:29Z,success
Micrathena,ITIS,848796,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Araneidae,NA,NA,NA,Micrathena,NA,NA,NA,NA,NA,2025-11-16T23:28:30Z,success
Microporus,ITIS,108596,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Cydnidae,Cydninae,NA,NA,Microporus,NA,NA,NA,NA,NA,2025-11-16T23:28:32Z,success
Migneauxia,GBIF,7816303,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Latridiidae,NA,NA,NA,Migneauxia,NA,NA,NA,NA,NA,2025-11-16T23:28:34Z,success
Migneauxia lederi,GBIF,4450839,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Latridiidae,NA,NA,NA,Migneauxia,NA,Migneauxia lederi,NA,NA,NA,2025-11-16T23:33:20Z,success
Milichiidae,ITIS,144487,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Milichiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:34Z,success
Mimetidae,ITIS,847738,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Mimetidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:35Z,success
Mimetus,ITIS,848823,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Mimetidae,NA,NA,NA,Mimetus,NA,NA,NA,NA,NA,2025-11-16T23:28:36Z,success
Mimosestes,ITIS,187752,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Bruchinae,NA,NA,Mimosestes,NA,NA,NA,NA,NA,2025-11-16T23:32:43Z,success
Miridae,ITIS,104419,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:36Z,success
Misumena,ITIS,872521,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Thomisidae,NA,NA,NA,Misumena,NA,NA,NA,NA,NA,2025-11-16T23:32:31Z,success
Misumenops,ITIS,872523,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Thomisidae,NA,NA,NA,Misumenops,NA,NA,NA,NA,NA,2025-11-16T23:28:37Z,success
Miturgidae,ITIS,871530,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Miturgidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:38Z,success
Mogoplistidae,ITIS,650506,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Orthoptera,Ensifera,Gryllidea,Mogoplistoidea,Mogoplistidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:38Z,success
Monomorium,ITIS,154219,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Solenopsidini,NA,Monomorium,NA,NA,NA,NA,NA,2025-11-16T23:28:39Z,success
Monotoma,ITIS,187163,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Nitiduloidea,Monotomidae,Monotominae,Monotomini,NA,Monotoma,NA,NA,NA,NA,NA,2025-11-16T23:28:41Z,success
Monotomidae,ITIS,678346,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Nitiduloidea,Monotomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:42Z,success
Monoxia,ITIS,187782,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Galerucinae,Galerucini,NA,Monoxia,NA,NA,NA,NA,NA,2025-11-16T23:32:42Z,success
Mordella,ITIS,114384,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Mordellidae,Mordellinae,Mordellini,NA,Mordella,NA,NA,NA,NA,NA,2025-11-16T23:32:30Z,success
Muscidae,ITIS,150025,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Muscidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:44Z,success
Mutillidae,ITIS,154181,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Mutillidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:44Z,success
Mycetophagidae,ITIS,114376,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Mycetophagidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:45Z,success
Mycetophilidae,ITIS,121636,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Bibionomorpha,NA,Mycetophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:00Z,success
Mymaridae,ITIS,153659,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Mymaridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:46Z,success
Myrmecocystus,ITIS,573974,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Formicinae,Lasiini,NA,Myrmecocystus,NA,NA,NA,NA,NA,2025-11-16T23:28:47Z,success
Myrmecocystus (Endiodioctes),GBIF,4675167,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Formicidae,NA,NA,NA,Endiodioctes,NA,NA,NA,NA,NA,2025-11-16T23:33:31Z,success
Myrmeleontidae,ITIS,115093,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Neuroptera,Myrmeleontiformia,NA,Myrmeleontoidea,Myrmeleontidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:48Z,success
Myrmicinae,ITIS,573828,Subfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:48Z,success
Myrmosidae,GBIF,7494119,Family,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Myrmosidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:26Z,success
Myrmosula,GBIF,4573021,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hymenoptera,NA,NA,NA,Myrmosidae,NA,NA,NA,Myrmosula,NA,NA,NA,NA,NA,2025-11-16T23:33:39Z,success
Mythicomyia,ITIS,134157,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Bombyliidae,Mythicomyiinae,Mythicomyiini,NA,Mythicomyia,NA,NA,NA,NA,NA,2025-11-16T23:32:26Z,success
Nabidae,ITIS,107084,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Cimicoidea,Nabidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:49Z,success
Nabis,ITIS,107115,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Cimicoidea,Nabidae,Nabinae,NA,NA,Nabis,NA,NA,NA,NA,NA,2025-11-16T23:28:50Z,success
Neacoryphus,ITIS,107832,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Lygaeinae,NA,NA,Neacoryphus,NA,NA,NA,NA,NA,2025-11-16T23:32:18Z,success
Neacoryphus lateralis,ITIS,107838,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,Lygaeinae,NA,NA,Neacoryphus,NA,Neacoryphus lateralis,NA,NA,NA,2025-11-16T23:28:51Z,success
Neivamyrmex,ITIS,573945,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Ecitoninae,Ecitonini,NA,Neivamyrmex,NA,NA,NA,NA,NA,2025-11-16T23:28:52Z,success
Nematoda,ITIS,59490,Phylum,Animalia,Bilateria,Protostomia,Ecdysozoa,Nematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:52Z,success
Neoanagraphis,ITIS,872571,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Liocranidae,NA,NA,NA,Neoanagraphis,NA,NA,NA,NA,NA,2025-11-16T23:28:53Z,success
Neobisnius,GBIF,4406336,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Staphylinidae,NA,NA,NA,Neobisnius,NA,NA,NA,NA,NA,2025-11-16T23:28:54Z,success
Nephila,ITIS,848915,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Araneidae,NA,NA,NA,Nephila,NA,NA,NA,NA,NA,2025-11-16T23:32:33Z,success
Nesticidae,ITIS,847742,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Nesticidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:55Z,success
Neurocolpus,ITIS,105035,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Mirinae,Mirini,NA,Neurocolpus,NA,NA,NA,NA,NA,2025-11-16T23:28:56Z,success
Neuroptera,ITIS,114999,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Neuroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:19Z,success
Niesthrea,ITIS,108508,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Coreoidea,Rhopalidae,Rhopalinae,Niesthreini,NA,Niesthrea,NA,NA,NA,NA,NA,2025-11-16T23:28:56Z,success
Nitidulidae,ITIS,114290,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Nitiduloidea,Nitidulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:28:57Z,success
